"weblink","record_name","filetype"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/342613345549.doc","tpup642","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/313114401547.doc","tpup641","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/311015462283.pdf","tpup640","pdf"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/2112914275067.doc","tpup639","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/2102516354475.doc","tpup638","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/292716535098.doc","tpup637","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/283114495720.doc","tpup636","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/26291027279.doc","tpup635","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/26291025656.doc","tpup634","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/242710171269.doc","tpup633","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/24610415034.pdf","tpup632","pdf"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/213115485869.doc","tpup631","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/213012392631.doc","tpup630","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/11125921402.doc","tpup629","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/1117148750.doc","tpup628","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/192216264899.doc","tpup627","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/182591969.doc","tpup626","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/18259143494.doc","tpup625","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/16289272851.doc","tpup624","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/152713241814.doc","tpup623","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/142815335619.doc","tpup622","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/142815313098.doc","tpup621","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/1319353320.doc","tpup620","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/1319334316.doc","tpup620","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/1319322645.doc","tpup619","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/010271454590.doc","tpup618","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/010271452128.doc","tpup617","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/09301532778.doc","tpup616","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/0101414345195.doc","tpup615","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/093015279.doc","tpup614","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/081916462193.doc","tpup613","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/010221212446.doc","tpup613","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/081916383723.doc","tpup612","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/081916344575.doc","tpup612","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/072014385062.doc","tpup611","doc"
"http://www.tupc.gov.taipei/public/Data/052713541871.pdf","tpup610","pdf"
"http://www.tupc.gov.taipei/public/Data/042215175271.pdf","tpup609","pdf"
"http://www.tupc.gov.taipei/public/Data/04221515671.pdf","tpup608","pdf"
"http://www.tupc.gov.taipei/public/Data/033114381071.doc","tpup607","doc"
"http://www.tupc.gov.taipei/public/Data/033114423871.doc","tpup606","doc"
"http://www.tupc.gov.taipei/public/Data/033114473671.doc","tpup605","doc"
"http://www.tupc.gov.taipei/public/Data/033114513171.doc","tpup605","doc"
"http://www.tupc.gov.taipei/public/Data/033114531971.doc","tpup604","doc"
"http://www.tupc.gov.taipei/public/Data/033114552471.doc","tpup603","doc"
"http://www.tupc.gov.taipei/public/Data/03311457571.doc","tpup602","doc"
"http://www.tupc.gov.taipei/public/Data/03311503371.doc","tpup601","doc"
"http://www.tupc.gov.taipei/public/Data/0331152171.doc","tpup600","doc"
"http://www.tupc.gov.taipei/public/Data/03311542371.doc","tpup599","doc"
"http://www.tupc.gov.taipei/public/Data/033115132971.doc","tpup598","doc"
"http://www.tupc.gov.taipei/public/Data/03311511871.doc","tpup597","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/033115161486.doc","tpup596","doc"
"http://www.tupc.gov.taipei/public/Data/033115182171.doc","tpup595","doc"
"http://www.tupc.gov.taipei/public/Data/033115194871.doc","tpup594","doc"
"http://www.tupc.gov.taipei/public/Data/033115241671.doc","tpup593","doc"
"http://www.tupc.gov.taipei/public/Data/03311528971.doc","tpup592","doc"
"http://www.tupc.gov.taipei/public/Data/033115305071.doc","tpup591","doc"
"http://www.tupc.gov.taipei/public/Data/033115323971.doc","tpup590","doc"
"http://www.tupc.gov.taipei/public/Data/033115395771.doc","tpup589","doc"
"http://www.tupc.gov.taipei/public/Data/033115414271.doc","tpup588","doc"
"http://www.tupc.gov.taipei/public/Data/03311543471.doc","tpup587","doc"
"http://www.tupc.gov.taipei/public/Data/033115452271.doc","tpup586","doc"
"http://www.tupc.gov.taipei/public/Data/033116105071.doc","tpup585","doc"
"http://www.tupc.gov.taipei/public/Data/033116232171.doc","tpup584","doc"
"http://www.tupc.gov.taipei/public/Data/04115491471.doc","tpup583","doc"
"http://www.tupc.gov.taipei/public/Data/04115514171.doc","tpup582","doc"
"http://www.tupc.gov.taipei/public/Data/0411554871.doc","tpup581","doc"
"http://www.tupc.gov.taipei/public/Data/04115551071.doc","tpup580","doc"
"http://www.tupc.gov.taipei/public/Data/04115563371.doc","tpup579","doc"
"http://www.tupc.gov.taipei/public/Data/053174202.doc","tpup578","doc"
"http://www.tupc.gov.taipei/public/Data/0531875471.doc","tpup577","doc"
"http://www.tupc.gov.taipei/public/Data/05318151971.doc","tpup577","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/081917185623.doc","tpup576","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/011128484668.doc","tpup575","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/01112851277.doc","tpup574","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/011128535713.doc","tpup573","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/011128581547.doc","tpup572","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/01112903731.doc","tpup571","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/0111292286.doc","tpup570","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/01112942838.doc","tpup569","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/01112955797.doc","tpup568","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/01112975846.doc","tpup567","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/011129125356.doc","tpup566","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/011129162354.doc","tpup565","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/011129185893.doc","tpup564","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/011129203336.doc","tpup563","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/011129273685.doc","tpup562","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/011129344090.doc","tpup561","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/01112932944.doc","tpup560","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/011129363683.doc","tpup559","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/011129581886.doc","tpup558","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/011121015225.doc","tpup557","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/011121034526.doc","tpup556","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/0111210103624.doc","tpup555","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/0111210121319.doc","tpup554","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/011121014638.doc","tpup553","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/0111210214194.doc","tpup552","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/011121022596.doc","tpup551","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/0111210251212.doc","tpup550","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/0111210264583.doc","tpup549","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/011121030353.doc","tpup548","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/0111210324892.doc","tpup547","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/0111210341557.doc","tpup546","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/0111210353367.doc","tpup545","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/0111210365932.doc","tpup544","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/0111210383817.doc","tpup543","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/0111210403391.doc","tpup542","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/0111210433984.doc","tpup541","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/0111210454330.doc","tpup540","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/011121542931.doc","tpup539","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/011121544234.doc","tpup538","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/011121546384.doc","tpup537","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/0111215481165.doc","tpup536","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/53611463934.doc","tpup500","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/011121550497.doc","tpup535","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/01216173521.doc","tpup534","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/012161784578.doc","tpup533","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/0121617243463.doc","tpup532","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/0121617241535.doc","tpup531","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/0121617235417.doc","tpup530","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/5361020395.doc","tpup529","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/53610222751.doc","tpup528","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/53610241243.doc","tpup527","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/53610265100.doc","tpup526","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/53610312349.doc","tpup525","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/5361033832.doc","tpup524","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/53610344527.doc","tpup523","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/53610373928.doc","tpup521","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/536103675.doc","tpup522","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/5361042827.doc","tpup520","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/536104483.doc","tpup519","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/5361045343.doc","tpup518","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/5361056122.doc","tpup517","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/5361053221.doc","tpup516","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/53610591442.doc","tpup515","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/5361101924.doc","tpup514","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/5361124015.doc","tpup513","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/5361153740.doc","tpup512","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/5361171625.doc","tpup511","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/5361185012.doc","tpup510","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/53611102363.doc","tpup509","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/53611143515.doc","tpup508","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/5361116534.doc","tpup507","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/53611333225.doc","tpup506","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/53611343782.doc","tpup505","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/53611381223.doc","tpup504","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/53611401731.doc","tpup503","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/53611441566.doc","tpup502","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/53611452840.doc","tpup501","doc"
"http://www.tupc.gov.taipei/DO/DownloadController.Attach.asp?xpath=public/Attachment/5361150762.doc","tpup500","doc"
