"weblink","record_name"
"http://www.tupc.gov.taipei/public/Data/0331152171.doc","tpup600"
"http://www.tupc.gov.taipei/public/Data/03311542371.doc","tpup599"
"http://www.tupc.gov.taipei/public/Data/033115132971.doc","tpup598"
"http://www.tupc.gov.taipei/public/Data/03311511871.doc","tpup597"
"http://www.tupc.gov.taipei/ct.asp?xItem=1134950&ctNode=6308&mp=120021","tpup596"
"http://www.tupc.gov.taipei/public/Data/033115182171.doc","tpup595"
"http://www.tupc.gov.taipei/public/Data/033115194871.doc","tpup594"
"http://www.tupc.gov.taipei/public/Data/033115241671.doc","tpup593"
"http://www.tupc.gov.taipei/public/Data/03311528971.doc","tpup592"
"http://www.tupc.gov.taipei/public/Data/033115305071.doc","tpup591"
"http://www.tupc.gov.taipei/public/Data/033115323971.doc","tpup590"
"http://www.tupc.gov.taipei/public/Data/033115395771.doc","tpup589"
"http://www.tupc.gov.taipei/public/Data/033115414271.doc","tpup588"
"http://www.tupc.gov.taipei/public/Data/03311543471.doc","tpup587"
"http://www.tupc.gov.taipei/public/Data/033115452271.doc","tpup586"
"http://www.tupc.gov.taipei/public/Data/033116105071.doc","tpup585"
"http://www.tupc.gov.taipei/public/Data/033116232171.doc","tpup584"
"http://www.tupc.gov.taipei/public/Data/04115491471.doc","tpup583"
"http://www.tupc.gov.taipei/public/Data/04115514171.doc","tpup582"
"http://www.tupc.gov.taipei/public/Data/0411554871.doc","tpup581"
"http://www.tupc.gov.taipei/public/Data/04115551071.doc","tpup580"
"http://www.tupc.gov.taipei/public/Data/04115563371.doc","tpup579"
"http://www.tupc.gov.taipei/public/Data/053174202.doc","tpup578"
"http://www.tupc.gov.taipei/public/Data/0531875471.doc","tpup577"
"http://www.tupc.gov.taipei/public/Data/05318151971.doc","tpup577"
"http://www.tupc.gov.taipei/ct.asp?xItem=1229080&ctNode=6308&mp=120021","tpup576"
"http://www.tupc.gov.taipei/ct.asp?xItem=1398858&ctNode=6308&mp=120021","tpup575"
"http://www.tupc.gov.taipei/ct.asp?xItem=1398859&ctNode=6308&mp=120021","tpup574"
"http://www.tupc.gov.taipei/ct.asp?xItem=1398864&ctNode=6308&mp=120021","tpup573"
"http://www.tupc.gov.taipei/ct.asp?xItem=1398870&ctNode=6308&mp=120021","tpup572"
"http://www.tupc.gov.taipei/ct.asp?xItem=1398872&ctNode=6308&mp=120021","tpup571"
"http://www.tupc.gov.taipei/ct.asp?xItem=1398874&ctNode=6308&mp=120021","tpup570"
"http://www.tupc.gov.taipei/ct.asp?xItem=1398876&ctNode=6308&mp=120021","tpup569"
"http://www.tupc.gov.taipei/ct.asp?xItem=1398877&ctNode=6308&mp=120021","tpup568"
"http://www.tupc.gov.taipei/ct.asp?xItem=1398880&ctNode=6308&mp=120021","tpup567"
"http://www.tupc.gov.taipei/ct.asp?xItem=1398882&ctNode=6308&mp=120021","tpup566"
"http://www.tupc.gov.taipei/ct.asp?xItem=1398884&ctNode=6308&mp=120021","tpup565"
"http://www.tupc.gov.taipei/ct.asp?xItem=1398887&ctNode=6308&mp=120021","tpup564"
"http://www.tupc.gov.taipei/ct.asp?xItem=1398888&ctNode=6308&mp=120021","tpup563"
"http://www.tupc.gov.taipei/ct.asp?xItem=1398897&ctNode=6308&mp=120021","tpup562"
"http://www.tupc.gov.taipei/ct.asp?xItem=1398902&ctNode=6308&mp=120021","tpup561"
"http://www.tupc.gov.taipei/ct.asp?xItem=1398907&ctNode=6308&mp=120021","tpup560"
"http://www.tupc.gov.taipei/ct.asp?xItem=1398913&ctNode=6308&mp=120021","tpup559"
"http://www.tupc.gov.taipei/ct.asp?xItem=1398942&ctNode=6308&mp=120021","tpup558"
"http://www.tupc.gov.taipei/ct.asp?xItem=1398947&ctNode=6308&mp=120021","tpup557"
"http://www.tupc.gov.taipei/ct.asp?xItem=1398949&ctNode=6308&mp=120021","tpup556"
"http://www.tupc.gov.taipei/ct.asp?xItem=1398956&ctNode=6308&mp=120021","tpup555"
"http://www.tupc.gov.taipei/ct.asp?xItem=1398959&ctNode=6308&mp=120021","tpup554"
"http://www.tupc.gov.taipei/ct.asp?xItem=1398961&ctNode=6308&mp=120021","tpup553"
"http://www.tupc.gov.taipei/ct.asp?xItem=1398966&ctNode=6308&mp=120021","tpup552"
"http://www.tupc.gov.taipei/ct.asp?xItem=1398968&ctNode=6308&mp=120021","tpup551"
"http://www.tupc.gov.taipei/ct.asp?xItem=1398970&ctNode=6308&mp=120021","tpup550"
"http://www.tupc.gov.taipei/ct.asp?xItem=1398971&ctNode=6308&mp=120021","tpup549"
"http://www.tupc.gov.taipei/ct.asp?xItem=1398975&ctNode=6308&mp=120021","tpup548"
"http://www.tupc.gov.taipei/ct.asp?xItem=1398977&ctNode=6308&mp=120021","tpup547"
"http://www.tupc.gov.taipei/ct.asp?xItem=1398979&ctNode=6308&mp=120021","tpup546"
"http://www.tupc.gov.taipei/ct.asp?xItem=1398980&ctNode=6308&mp=120021","tpup545"
"http://www.tupc.gov.taipei/ct.asp?xItem=1398983&ctNode=6308&mp=120021","tpup544"
"http://www.tupc.gov.taipei/ct.asp?xItem=1398985&ctNode=6308&mp=120021","tpup543"
"http://www.tupc.gov.taipei/ct.asp?xItem=1398988&ctNode=6308&mp=120021","tpup542"
"http://www.tupc.gov.taipei/ct.asp?xItem=1398989&ctNode=6308&mp=120021","tpup541"
"http://www.tupc.gov.taipei/ct.asp?xItem=1398993&ctNode=6308&mp=120021","tpup540"
"http://www.tupc.gov.taipei/ct.asp?xItem=1399105&ctNode=6308&mp=120021","tpup539"
"http://www.tupc.gov.taipei/ct.asp?xItem=1399167&ctNode=6308&mp=120021","tpup538"
"http://www.tupc.gov.taipei/ct.asp?xItem=1399169&ctNode=6308&mp=120021","tpup537"
"http://www.tupc.gov.taipei/ct.asp?xItem=1399171&ctNode=6308&mp=120021","tpup536"
"http://www.tupc.gov.taipei/ct.asp?xItem=98749717&ctNode=6308&mp=120021","tpup500"
"http://www.tupc.gov.taipei/ct.asp?xItem=1399172&ctNode=6308&mp=120021","tpup535"
"http://www.tupc.gov.taipei/ct.asp?xItem=1547420&ctNode=6308&mp=120021","tpup534"
"http://www.tupc.gov.taipei/ct.asp?xItem=1547431&ctNode=6308&mp=120021","tpup533"
"http://www.tupc.gov.taipei/ct.asp?xItem=1547434&ctNode=6308&mp=120021","tpup532"
"http://www.tupc.gov.taipei/ct.asp?xItem=1547440&ctNode=6308&mp=120021","tpup531"
"http://www.tupc.gov.taipei/ct.asp?xItem=1547441&ctNode=6308&mp=120021","tpup530"
"http://www.tupc.gov.taipei/ct.asp?xItem=98744984&ctNode=6308&mp=120021","tpup529"
"http://www.tupc.gov.taipei/ct.asp?xItem=98744986&ctNode=6308&mp=120021","tpup528"
"http://www.tupc.gov.taipei/ct.asp?xItem=98745260&ctNode=6308&mp=120021","tpup527"
"http://www.tupc.gov.taipei/ct.asp?xItem=98745262&ctNode=6308&mp=120021","tpup526"
"http://www.tupc.gov.taipei/ct.asp?xItem=98745542&ctNode=6308&mp=120021","tpup525"
"http://www.tupc.gov.taipei/ct.asp?xItem=98745544&ctNode=6308&mp=120021","tpup524"
"http://www.tupc.gov.taipei/ct.asp?xItem=98745818&ctNode=6308&mp=120021","tpup523"
"http://www.tupc.gov.taipei/ct.asp?xItem=98745820&ctNode=6308&mp=120021","tpup521"
"http://www.tupc.gov.taipei/ct.asp?xItem=98745819&ctNode=6308&mp=120021","tpup522"
"http://www.tupc.gov.taipei/ct.asp?xItem=98746097&ctNode=6308&mp=120021","tpup520"
"http://www.tupc.gov.taipei/ct.asp?xItem=98746107&ctNode=6308&mp=120021","tpup519"
"http://www.tupc.gov.taipei/ct.asp?xItem=98746376&ctNode=6308&mp=120021","tpup518"
"http://www.tupc.gov.taipei/ct.asp?xItem=98746923&ctNode=6308&mp=120021","tpup517"
"http://www.tupc.gov.taipei/ct.asp?xItem=98746650&ctNode=6308&mp=120021","tpup516"
"http://www.tupc.gov.taipei/ct.asp?xItem=98746927&ctNode=6308&mp=120021","tpup515"
"http://www.tupc.gov.taipei/ct.asp?xItem=98747208&ctNode=6308&mp=120021","tpup514"
"http://www.tupc.gov.taipei/ct.asp?xItem=98747214&ctNode=6308&mp=120021","tpup513"
"http://www.tupc.gov.taipei/ct.asp?xItem=98747494&ctNode=6308&mp=120021","tpup512"
"http://www.tupc.gov.taipei/ct.asp?xItem=98747497&ctNode=6308&mp=120021","tpup511"
"http://www.tupc.gov.taipei/ct.asp?xItem=98747498&ctNode=6308&mp=120021","tpup510"
"http://www.tupc.gov.taipei/ct.asp?xItem=98747774&ctNode=6308&mp=120021","tpup509"
"http://www.tupc.gov.taipei/ct.asp?xItem=98747776&ctNode=6308&mp=120021","tpup508"
"http://www.tupc.gov.taipei/ct.asp?xItem=98748051&ctNode=6308&mp=120021","tpup507"
"http://www.tupc.gov.taipei/ct.asp?xItem=98748884&ctNode=6308&mp=120021","tpup506"
"http://www.tupc.gov.taipei/ct.asp?xItem=98749157&ctNode=6308&mp=120021","tpup505"
"http://www.tupc.gov.taipei/ct.asp?xItem=98749161&ctNode=6308&mp=120021","tpup504"
"http://www.tupc.gov.taipei/ct.asp?xItem=98749435&ctNode=6308&mp=120021","tpup503"
"http://www.tupc.gov.taipei/ct.asp?xItem=98749712&ctNode=6308&mp=120021","tpup502"
"http://www.tupc.gov.taipei/ct.asp?xItem=98749714&ctNode=6308&mp=120021","tpup501"
"http://www.tupc.gov.taipei/ct.asp?xItem=98749990&ctNode=6308&mp=120021","tpup500"
