"filelink","filename","filetype"
"http://www.ud.taichung.gov.tw/dl.asp?filename=127010/3731084771.pdf","第10次市都委會紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?filename=127010/3102910555871.pdf","1001201第9次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?filename=127010/3731071871.pdf","第8次市都委會紀錄","pdf"
"http://www.ud.taichung.gov.tw/public/Attachment/127010/3103110435314.pdf","第7次會議紀錄_部分1","pdf"
"http://www.ud.taichung.gov.tw/public/Attachment/127010/3103110443766.pdf","第7次會議紀錄_部分2","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=310311045625.pdf","第7次會議紀錄_部分3","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?filename=127010/3739575071.pdf","第6次市都委會紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?filename=127010/373957471.pdf","第5次市都委會紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?filename=127010/373956171.pdf","第4次市都委會紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?filename=127010/3739544171.pdf","第3次市都委會紀錄","pdf"
"http://www.ud.taichung.gov.tw/public/Attachment/127010/31028175203.pdf","1000217第2次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?filename=127010/591516353871.pdf","1000126第1次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/public/Attachment/127010/311221442893.pdf","第245次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/public/Attachment/127010/31122144379.pdf","第248次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/public/Attachment/127010/312201045403.pdf","第242次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/public/Attachment/127010/3122010455677.pdf","第243次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/public/Attachment/127010/3122010461721.pdf","第244次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=3122010582763.pdf","第246次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=3122010584478.pdf","第247次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/public/Attachment/127010/31220110836.pdf","第249次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=312201111226.pdf","第235次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/public/Attachment/127010/312201111161.pdf","第236次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/public/Attachment/127010/3122011112939.pdf","第237次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=3122011114250.pdf","第238次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/public/Attachment/127010/3122011115561.pdf","第239次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=312201112999.pdf","第240次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/public/Attachment/127010/3122011122284.pdf","第241次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=31122142126.pdf","第226次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=311221422049.pdf","第231次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=3122011591292.pdf","第224次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=3122011592550.pdf","第225次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=312201159453.pdf","第227次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=3122011595797.pdf","第228次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=31220120918.pdf","第229次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=312201205942.pdf","第230次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/public/Attachment/127010/312201211292.pdf","第232次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/public/Attachment/127010/312201214298.pdf","第234次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/public/Attachment/127010/312201252631.pdf","第233次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=311221359958.pdf","第218次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=311221359202.pdf","第219次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=3112213593120.pdf","第220次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=3112213594057.pdf","第221次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=312201274354.pdf","第222次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/public/Attachment/127010/312201275825.pdf","第223次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=3112213552110.pdf","第209次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=3112213554351.pdf","第210次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=3112213555382.pdf","第212次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=311221356387.pdf","第213次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=3112213561311.pdf","第214次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=311221356221.pdf","第215次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=3112213563220.pdf","第217次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=3112213442449.pdf","第182次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=3112213443595.pdf","第183次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=3112213444567.pdf","第184次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=3112213445524.pdf","第185次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=311221345681.pdf","第187次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=3112213451720.pdf","第190次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=3112213453691.pdf","第192次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=3112213454940.pdf","第197次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=311221346385.pdf","第199次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=3112213504349.pdf","第201次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=3112213505512.pdf","第203次會議紀錄","pdf"
"http://www.ud.taichung.gov.tw/dl.asp?fileName=311221351874.pdf","第206次會議紀錄","pdf"
