"weblink","record_name"
"http://www.tupc.gov.taipei/ct.asp?xItem=98747497&ctNode=6308&mp=120021","臺北市都市計畫委員會第511次委員會議紀錄"
"http://www.tupc.gov.taipei/ct.asp?xItem=98747498&ctNode=6308&mp=120021","臺北市都市計畫委員會第510次委員會議紀錄"
"http://www.tupc.gov.taipei/ct.asp?xItem=98747774&ctNode=6308&mp=120021","臺北市都市計畫委員會第509次委員會議紀錄"
"http://www.tupc.gov.taipei/ct.asp?xItem=98747776&ctNode=6308&mp=120021","臺北市都市計畫委員會第508次委員會議紀錄"
"http://www.tupc.gov.taipei/ct.asp?xItem=98748051&ctNode=6308&mp=120021","臺北市都市計畫委員會第507次委員會議紀錄"
"http://www.tupc.gov.taipei/ct.asp?xItem=98748884&ctNode=6308&mp=120021","臺北市都市計畫委員會第506次委員會議紀錄"
"http://www.tupc.gov.taipei/ct.asp?xItem=98749157&ctNode=6308&mp=120021","臺北市都市計畫委員會第505次委員會議紀錄"
"http://www.tupc.gov.taipei/ct.asp?xItem=98749161&ctNode=6308&mp=120021","臺北市都市計畫委員會第504次委員會議紀錄"
"http://www.tupc.gov.taipei/ct.asp?xItem=98749435&ctNode=6308&mp=120021","臺北市都市計畫委員會第503次委員會議紀錄"
"http://www.tupc.gov.taipei/ct.asp?xItem=98749712&ctNode=6308&mp=120021","臺北市都市計畫委員會第502次委員會議紀錄"
"http://www.tupc.gov.taipei/ct.asp?xItem=98749714&ctNode=6308&mp=120021","臺北市都市計畫委員會第501次委員會議紀錄"
"http://www.tupc.gov.taipei/ct.asp?xItem=98749990&ctNode=6308&mp=120021","臺北市都市計畫委員會第500次委員會議紀錄"
